district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
Georgia 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lucy McBath,Democratic,0,397104,0,397104,0,198553,0,first,,,Karen Handel,Republican,180329,Georgia,1306,official
Georgia 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Carolyn Bourdeaux,Democratic,0,371464,0,371464,0,185733,0,first,,,Carolyn Bourdeaux,Democratic,190900,Georgia,1307,official
Georgia 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Carolyn Bourdeaux,Democratic,0,371464,0,371464,0,185733,0,first,,,Rich McCormick,Republican,180564,Georgia,1307,official
Georgia 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Austin Scott,Republican,0,308013,0,308013,0,154007,0,first,,,Austin Scott,Republican,198701,Georgia,1308,official
Georgia 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Austin Scott,Republican,0,308013,0,308013,0,154007,0,first,,,Lindsay Holliday,Democratic,109264,Georgia,1308,official
Georgia 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Austin Scott,Republican,0,308013,0,308013,0,154007,0,first,,,James L. Cooper III,Write-in,48,Georgia,1308,official
Georgia 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Andrew Clyde,Republican,0,372547,0,372547,0,186274,0,first,,,Andrew Clyde,Republican,292750,Georgia,1309,official
Georgia 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Andrew Clyde,Republican,0,372547,0,372547,0,186274,0,first,,,Devin Pandy,Democratic,79797,Georgia,1309,official
Hawaii 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ed Case,Democratic,0,254433,28975,283408,0,127217,0,first,,,Ed Case,Democratic,183245,Hawaii,1501,official
Hawaii 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ed Case,Democratic,0,254433,28975,283408,0,127217,0,first,,,Ron Curtis,Republican,71188,Hawaii,1501,official
Hawaii 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kaiali‘i “Kai” Kahele,Democratic,0,272102,24274,296376,0,136052,0,first,,,Kaiali‘i “Kai” Kahele,Democratic,171517,Hawaii,1502,official
Hawaii 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kaiali‘i “Kai” Kahele,Democratic,0,272102,24274,296376,0,136052,0,first,,,Joe Akana,Republican,84027,Hawaii,1502,official
Hawaii 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kaiali‘i “Kai” Kahele,Democratic,0,272102,24274,296376,0,136052,0,first,,,Michelle Rose Tippens,Libertarian,6785,Hawaii,1502,official
Hawaii 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kaiali‘i “Kai” Kahele,Democratic,0,272102,24274,296376,0,136052,0,first,,,Jonathan Hoomanawanui,Aloha Aina Party,6453,Hawaii,1502,official
Hawaii 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kaiali‘i “Kai” Kahele,Democratic,0,272102,24274,296376,0,136052,0,first,,,Ron Burrus,Nonpartisan,2659,Hawaii,1502,official
Hawaii 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kaiali‘i “Kai” Kahele,Democratic,0,272102,24274,296376,0,136052,0,first,,,John “Raghu” Giuffre,American Shopping Party,661,Hawaii,1502,official
Idaho 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Russ Fulcher,Republican,0,458576,0,458576,0,229289,0,first,,,Russ Fulcher,Republican,310736,Idaho,1601,official
Idaho 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Russ Fulcher,Republican,0,458576,0,458576,0,229289,0,first,,,Rudy Soto,Democratic,131380,Idaho,1601,official
Idaho 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Russ Fulcher,Republican,0,458576,0,458576,0,229289,0,first,,,Joe Evans,Libertarian,16453,Idaho,1601,official
Idaho 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Russ Fulcher,Republican,0,458576,0,458576,0,229289,0,first,,,Pro-Life,Write-in,7,Idaho,1601,official
Idaho 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael K. Simpson,Republican,0,391333,0,391333,0,195667,0,first,,,Michael K. Simpson,Republican,250669,Idaho,1602,official
Idaho 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael K. Simpson,Republican,0,391333,0,391333,0,195667,0,first,,,C. Aaron Swisher,Democratic,124151,Idaho,1602,official
Idaho 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael K. Simpson,Republican,0,391333,0,391333,0,195667,0,first,,,Pro-Life,Constitution,8573,Idaho,1602,official
Idaho 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Michael K. Simpson,Republican,0,391333,0,391333,0,195667,0,first,,,Idaho Sierra Law,Libertarian,7940,Idaho,1602,official
Illinois 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bradley Scott Schneider,Democratic,0,316874,0,316874,0,158438,0,first,,,Bradley Scott Schneider,Democratic,202402,Illinois,1710,official
Illinois 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bradley Scott Schneider,Democratic,0,316874,0,316874,0,158438,0,first,,,Valerie Ramirez Mukherjee,Republican,114442,Illinois,1710,official
Illinois 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bradley Scott Schneider,Democratic,0,316874,0,316874,0,158438,0,first,,,Joseph W. Kopsick,Write-in,18,Illinois,1710,official
Illinois 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bradley Scott Schneider,Democratic,0,316874,0,316874,0,158438,0,first,,,David Rych,Write-in,12,Illinois,1710,official
Illinois 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bill Foster,Democratic,0,307377,0,307377,0,153689,0,first,,,Bill Foster,Democratic,194557,Illinois,1711,official
Illinois 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bill Foster,Democratic,0,307377,0,307377,0,153689,0,first,,,Rick Laib,Republican,112807,Illinois,1711,official
Illinois 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bill Foster,Democratic,0,307377,0,307377,0,153689,0,first,,,Jon Harlson,Write-in,13,Illinois,1711,official
Illinois 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mike Bost,Republican,0,322416,0,322416,0,161209,0,first,,,Mike Bost,Republican,194839,Illinois,1712,official
Illinois 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mike Bost,Republican,0,322416,0,322416,0,161209,0,first,,,Raymond C. Lenzi,Democratic,127577,Illinois,1712,official
Illinois 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Rodney Davis,Republican,0,333021,0,333021,0,166511,0,first,,,Rodney Davis,Republican,181373,Illinois,1713,official
Illinois 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Rodney Davis,Republican,0,333021,0,333021,0,166511,0,first,,,Betsy Dirksen Londrigan,Democratic,151648,Illinois,1713,official
Illinois 14th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lauren Underwood,Democratic,0,401052,0,401052,0,200527,0,first,,,Lauren Underwood,Democratic,203209,Illinois,1714,official
Illinois 14th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lauren Underwood,Democratic,0,401052,0,401052,0,200527,0,first,,,Jim Oberweis,Republican,197835,Illinois,1714,official
Illinois 14th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lauren Underwood,Democratic,0,401052,0,401052,0,200527,0,first,,,Joseph Monack,Write-in,8,Illinois,1714,official
Illinois 15th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mary Miller,Republican,0,333506,0,333506,0,166754,0,first,,,Mary Miller,Republican,244947,Illinois,1715,official
Illinois 15th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mary Miller,Republican,0,333506,0,333506,0,166754,0,first,,,Erika C. Weaver,Democratic,88559,Illinois,1715,official
Illinois 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Adam Kinzinger,Republican,0,338159,0,338159,0,169080,0,first,,,Adam Kinzinger,Republican,218839,Illinois,1716,official
Illinois 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Adam Kinzinger,Republican,0,338159,0,338159,0,169080,0,first,,,Dani Brzozowski,Democratic,119313,Illinois,1716,official
Illinois 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Adam Kinzinger,Republican,0,338159,0,338159,0,169080,0,first,,,Braden McCullough,Write-in,4,Illinois,1716,official
Illinois 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Adam Kinzinger,Republican,0,338159,0,338159,0,169080,0,first,,,Roy Jones,Write-in,3,Illinois,1716,official
Illinois 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Cheri Bustos,Democratic,0,299895,0,299895,0,149948,0,first,,,Cheri Bustos,Democratic,156011,Illinois,1717,official
Illinois 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Cheri Bustos,Democratic,0,299895,0,299895,0,149948,0,first,,,Esther Joy King,Republican,143863,Illinois,1717,official
Illinois 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Cheri Bustos,Democratic,0,299895,0,299895,0,149948,0,first,,,General Parker “The General”,Write-in,21,Illinois,1717,official
Illinois 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Darin LaHood,Republican,0,371879,0,371879,0,185940,0,first,,,Darin LaHood,Republican,261840,Illinois,1718,official
Illinois 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Darin LaHood,Republican,0,371879,0,371879,0,185940,0,first,,,George Petrilli,Democratic,110039,Illinois,1718,official
Illinois 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bobby L. Rush,Democratic,0,325123,0,325123,0,162562,0,first,,,Bobby L. Rush,Democratic,239943,Illinois,1701,official
Illinois 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bobby L. Rush,Democratic,0,325123,0,325123,0,162562,0,first,,,Philanise White,Republican,85027,Illinois,1701,official
Illinois 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bobby L. Rush,Democratic,0,325123,0,325123,0,162562,0,first,,,Ruth Pellegrini,Write-in,153,Illinois,1701,official
Illinois 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Robin L. Kelly,Democratic,0,298038,0,298038,0,149020,0,first,,,Robin L. Kelly,Democratic,234896,Illinois,1702,official
Illinois 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Robin L. Kelly,Democratic,0,298038,0,298038,0,149020,0,first,,,Theresa J. Raborn,Republican,63142,Illinois,1702,official
Illinois 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Marie Newman,Democratic,0,306848,0,306848,0,153425,0,first,,,Marie Newman,Democratic,172997,Illinois,1703,official
Illinois 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Marie Newman,Democratic,0,306848,0,306848,0,153425,0,first,,,Mike Fricilone,Republican,133851,Illinois,1703,official
Illinois 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jesús G. “Chuy” García,Democratic,0,222737,0,222737,0,111369,0,first,,,Jesús G. “Chuy” García,Democratic,187219,Illinois,1704,official
Illinois 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jesús G. “Chuy” García,Democratic,0,222737,0,222737,0,111369,0,first,,,Jesus Solorio,Republican,35518,Illinois,1704,official
Illinois 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mike Quigley,Democratic,0,361271,0,361271,0,180636,0,first,,,Mike Quigley,Democratic,255661,Illinois,1705,official
Illinois 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mike Quigley,Democratic,0,361271,0,361271,0,180636,0,first,,,Tommy Hanson,Republican,96200,Illinois,1705,official
Illinois 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mike Quigley,Democratic,0,361271,0,361271,0,180636,0,first,,,Thomas J. Wilda,Green,9408,Illinois,1705,official
Illinois 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mike Quigley,Democratic,0,361271,0,361271,0,180636,0,first,,,Frank Rowder,Write-in,2,Illinois,1705,official
Illinois 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sean Casten,Democratic,0,404747,0,404747,0,202374,0,first,,,Sean Casten,Democratic,213777,Illinois,1706,official
Illinois 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sean Casten,Democratic,0,404747,0,404747,0,202374,0,first,,,Jeanne Ives,Republican,183891,Illinois,1706,official
Illinois 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Sean Casten,Democratic,0,404747,0,404747,0,202374,0,first,,,Bill Redpath,Libertarian,7079,Illinois,1706,official
Illinois 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Danny K. Davis,Democratic,0,310128,0,310128,0,155065,0,first,,,Danny K. Davis,Democratic,249383,Illinois,1707,official
Illinois 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Danny K. Davis,Democratic,0,310128,0,310128,0,155065,0,first,,,Craig Cameron,Republican,41390,Illinois,1707,official
