district,district_url,distribution_url,elected_member,elected_members,elected_party,members_to_elect,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_members,candidate_party,votes,electorate_type,contest_status
Mountbatten,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LIM BIOW CHUAN,LIM BIOW CHUAN,PAP,1,24143,21335,334,21669,89.75,10668,0,first,,,JEANNETTE CHONG - ARULDOSS,JEANNETTE CHONG - ARULDOSS,SPP,6004,SMC,official
Mountbatten,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LIM BIOW CHUAN,LIM BIOW CHUAN,PAP,1,24143,21335,334,21669,89.75,10668,1,final,,,LIM BIOW CHUAN,LIM BIOW CHUAN,PAP,15331,SMC,official
Mountbatten,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LIM BIOW CHUAN,LIM BIOW CHUAN,PAP,1,24143,21335,334,21669,89.75,10668,1,final,,,JEANNETTE CHONG - ARULDOSS,JEANNETTE CHONG - ARULDOSS,SPP,6004,SMC,official
Nee Soon,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,K SHANMUGAM;KWEK HIAN CHUAN;LEE BEE WAH;MUHAMMAD FAISHAL IBRAHIM;NG KOK KWANG LOUIS,PAP,5,132289,123128,1732,124860,94.38,61565,0,first,,,PAP team,K SHANMUGAM;KWEK HIAN CHUAN;LEE BEE WAH;MUHAMMAD FAISHAL IBRAHIM;NG KOK KWANG LOUIS,PAP,82287,GRC,official
Nee Soon,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,K SHANMUGAM;KWEK HIAN CHUAN;LEE BEE WAH;MUHAMMAD FAISHAL IBRAHIM;NG KOK KWANG LOUIS,PAP,5,132289,123128,1732,124860,94.38,61565,0,first,,,WP team,FOO SECK GUAN;GURMIT SINGH S/O SADHU SINGH;KOH TIONG YEE;CHERYL LOH XIU WEN;RON TAN JUN YEN,WP,40841,GRC,official
Nee Soon,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,K SHANMUGAM;KWEK HIAN CHUAN;LEE BEE WAH;MUHAMMAD FAISHAL IBRAHIM;NG KOK KWANG LOUIS,PAP,5,132289,123128,1732,124860,94.38,61565,1,final,,,PAP team,K SHANMUGAM;KWEK HIAN CHUAN;LEE BEE WAH;MUHAMMAD FAISHAL IBRAHIM;NG KOK KWANG LOUIS,PAP,82287,GRC,official
Nee Soon,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,K SHANMUGAM;KWEK HIAN CHUAN;LEE BEE WAH;MUHAMMAD FAISHAL IBRAHIM;NG KOK KWANG LOUIS,PAP,5,132289,123128,1732,124860,94.38,61565,1,final,,,WP team,FOO SECK GUAN;GURMIT SINGH S/O SADHU SINGH;KOH TIONG YEE;CHERYL LOH XIU WEN;RON TAN JUN YEN,WP,40841,GRC,official
Pasir Ris-Punggol,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,JANIL PUTHUCHEARY;NG CHEE MENG;SUN XUELING;TEO CHEE HEAN;TEO SER LUCK;ZAINAL BIN SAPARI,PAP,6,187396,171716,5314,177030,94.47,85859,0,first,,,PAP team,JANIL PUTHUCHEARY;NG CHEE MENG;SUN XUELING;TEO CHEE HEAN;TEO SER LUCK;ZAINAL BIN SAPARI,PAP,125166,GRC,official
Pasir Ris-Punggol,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,JANIL PUTHUCHEARY;NG CHEE MENG;SUN XUELING;TEO CHEE HEAN;TEO SER LUCK;ZAINAL BIN SAPARI,PAP,6,187396,171716,5314,177030,94.47,85859,0,first,,,SDA team,ABU BIN MOHAMED;HARMINDER PAL SINGH S/O GURCHARAN SINGH;LIM BAK CHUAN DESMOND;LIM TUNG HEE ARTHERO;ONG TEIK SENG;WONG WAY WENG,SDA,46550,GRC,official
Pasir Ris-Punggol,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,JANIL PUTHUCHEARY;NG CHEE MENG;SUN XUELING;TEO CHEE HEAN;TEO SER LUCK;ZAINAL BIN SAPARI,PAP,6,187396,171716,5314,177030,94.47,85859,1,final,,,PAP team,JANIL PUTHUCHEARY;NG CHEE MENG;SUN XUELING;TEO CHEE HEAN;TEO SER LUCK;ZAINAL BIN SAPARI,PAP,125166,GRC,official
Pasir Ris-Punggol,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,JANIL PUTHUCHEARY;NG CHEE MENG;SUN XUELING;TEO CHEE HEAN;TEO SER LUCK;ZAINAL BIN SAPARI,PAP,6,187396,171716,5314,177030,94.47,85859,1,final,,,SDA team,ABU BIN MOHAMED;HARMINDER PAL SINGH S/O GURCHARAN SINGH;LIM BAK CHUAN DESMOND;LIM TUNG HEE ARTHERO;ONG TEIK SENG;WONG WAY WENG,SDA,46550,GRC,official
Pioneer,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CEDRIC FOO CHEE KENG,CEDRIC FOO CHEE KENG,PAP,1,25458,23598,658,24256,95.28,11800,0,first,,,CEDRIC FOO CHEE KENG,CEDRIC FOO CHEE KENG,PAP,18017,SMC,official
Pioneer,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CEDRIC FOO CHEE KENG,CEDRIC FOO CHEE KENG,PAP,1,25458,23598,658,24256,95.28,11800,0,first,,,ONG BENG SOON ELVIN,ONG BENG SOON ELVIN,NSP,5581,SMC,official
Pioneer,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CEDRIC FOO CHEE KENG,CEDRIC FOO CHEE KENG,PAP,1,25458,23598,658,24256,95.28,11800,1,final,,,CEDRIC FOO CHEE KENG,CEDRIC FOO CHEE KENG,PAP,18017,SMC,official
Pioneer,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CEDRIC FOO CHEE KENG,CEDRIC FOO CHEE KENG,PAP,1,25458,23598,658,24256,95.28,11800,1,final,,,ONG BENG SOON ELVIN,ONG BENG SOON ELVIN,NSP,5581,SMC,official
Potong Pasir,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,SITOH YIH PIN,SITOH YIH PIN,PAP,1,17407,15970,224,16194,93.03,7986,0,first,,,SITOH YIH PIN,SITOH YIH PIN,PAP,10602,SMC,official
Potong Pasir,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,SITOH YIH PIN,SITOH YIH PIN,PAP,1,17407,15970,224,16194,93.03,7986,0,first,,,LOH WOON LEE LINA,LOH WOON LEE LINA,SPP,5368,SMC,official
Potong Pasir,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,SITOH YIH PIN,SITOH YIH PIN,PAP,1,17407,15970,224,16194,93.03,7986,1,final,,,SITOH YIH PIN,SITOH YIH PIN,PAP,10602,SMC,official
Potong Pasir,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,SITOH YIH PIN,SITOH YIH PIN,PAP,1,17407,15970,224,16194,93.03,7986,1,final,,,LOH WOON LEE LINA,LOH WOON LEE LINA,SPP,5368,SMC,official
Punggol East,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHARLES CHONG YOU FOOK,CHARLES CHONG YOU FOOK,PAP,1,34466,32795,379,33174,96.25,16398,0,first,,,CHARLES CHONG YOU FOOK,CHARLES CHONG YOU FOOK,PAP,16977,SMC,official
Punggol East,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHARLES CHONG YOU FOOK,CHARLES CHONG YOU FOOK,PAP,1,34466,32795,379,33174,96.25,16398,0,first,,,LEE LI LIAN,LEE LI LIAN,WP,15818,SMC,official
Punggol East,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHARLES CHONG YOU FOOK,CHARLES CHONG YOU FOOK,PAP,1,34466,32795,379,33174,96.25,16398,1,final,,,CHARLES CHONG YOU FOOK,CHARLES CHONG YOU FOOK,PAP,16977,SMC,official
Punggol East,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHARLES CHONG YOU FOOK,CHARLES CHONG YOU FOOK,PAP,1,34466,32795,379,33174,96.25,16398,1,final,,,LEE LI LIAN,LEE LI LIAN,WP,15818,SMC,official
Radin Mas,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TAN CHIN SIONG,TAN CHIN SIONG,PAP,1,28906,26209,769,26978,93.33,13105,0,first,,,TAN CHIN SIONG,TAN CHIN SIONG,PAP,20246,SMC,official
Radin Mas,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TAN CHIN SIONG,TAN CHIN SIONG,PAP,1,28906,26209,769,26978,93.33,13105,0,first,,,KUMAR S/O APPAVOO,KUMAR S/O APPAVOO,RP,3333,SMC,official
Radin Mas,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TAN CHIN SIONG,TAN CHIN SIONG,PAP,1,28906,26209,769,26978,93.33,13105,0,first,,,HAN HUI HUI,HAN HUI HUI,- Independent Candidate,2630,SMC,official
Radin Mas,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TAN CHIN SIONG,TAN CHIN SIONG,PAP,1,28906,26209,769,26978,93.33,13105,1,final,,,TAN CHIN SIONG,TAN CHIN SIONG,PAP,20246,SMC,official
Radin Mas,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TAN CHIN SIONG,TAN CHIN SIONG,PAP,1,28906,26209,769,26978,93.33,13105,1,final,,,KUMAR S/O APPAVOO,KUMAR S/O APPAVOO,RP,3333,SMC,official
Radin Mas,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TAN CHIN SIONG,TAN CHIN SIONG,PAP,1,28906,26209,769,26978,93.33,13105,1,final,,,HAN HUI HUI,HAN HUI HUI,- Independent Candidate,2630,SMC,official
Sembawang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,AMRIN AMIN;KHAW BOON WAN;LIM WEE KIAK;ONG YE KUNG;VIKRAM NAIR,PAP,5,144672,133805,3798,137603,95.11,66903,0,first,,,PAP team,AMRIN AMIN;KHAW BOON WAN;LIM WEE KIAK;ONG YE KUNG;VIKRAM NAIR,PAP,96718,GRC,official
Sembawang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,AMRIN AMIN;KHAW BOON WAN;LIM WEE KIAK;ONG YE KUNG;VIKRAM NAIR,PAP,5,144672,133805,3798,137603,95.11,66903,0,first,,,NSP team,ABDUL RASHEED S/O Y ABDUL KUTHUS;LIM TONG ZHEN;NG CHUNG HON;YADZETH BIN HAIRIS;YEO REN-YUAN,NSP,37087,GRC,official
Sembawang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,AMRIN AMIN;KHAW BOON WAN;LIM WEE KIAK;ONG YE KUNG;VIKRAM NAIR,PAP,5,144672,133805,3798,137603,95.11,66903,1,final,,,PAP team,AMRIN AMIN;KHAW BOON WAN;LIM WEE KIAK;ONG YE KUNG;VIKRAM NAIR,PAP,96718,GRC,official
Sembawang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,AMRIN AMIN;KHAW BOON WAN;LIM WEE KIAK;ONG YE KUNG;VIKRAM NAIR,PAP,5,144672,133805,3798,137603,95.11,66903,1,final,,,NSP team,ABDUL RASHEED S/O Y ABDUL KUTHUS;LIM TONG ZHEN;NG CHUNG HON;YADZETH BIN HAIRIS;YEO REN-YUAN,NSP,37087,GRC,official
Sengkang West,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LAM PIN MIN,LAM PIN MIN,PAP,1,30119,28307,417,28724,95.37,14154,0,first,,,LAM PIN MIN,LAM PIN MIN,PAP,17586,SMC,official
Sengkang West,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LAM PIN MIN,LAM PIN MIN,PAP,1,30119,28307,417,28724,95.37,14154,0,first,,,KOH CHOONG YONG,KOH CHOONG YONG,WP,10721,SMC,official
Sengkang West,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LAM PIN MIN,LAM PIN MIN,PAP,1,30119,28307,417,28724,95.37,14154,1,final,,,LAM PIN MIN,LAM PIN MIN,PAP,17586,SMC,official
Sengkang West,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LAM PIN MIN,LAM PIN MIN,PAP,1,30119,28307,417,28724,95.37,14154,1,final,,,KOH CHOONG YONG,KOH CHOONG YONG,WP,10721,SMC,official
Tampines,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;HENG SWEE KEAT;MASAGOS ZULKIFLI,PAP,5,143518,132248,3643,135891,94.69,66125,0,first,,,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;HENG SWEE KEAT;MASAGOS ZULKIFLI,PAP,95305,GRC,official
Tampines,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;HENG SWEE KEAT;MASAGOS ZULKIFLI,PAP,5,143518,132248,3643,135891,94.69,66125,0,first,,,NSP team,CHOONG HON HENG;FONG CHIN LEONG;LIM TEAN;NOR LELLA MARDIIIAH BTE MOHAMED;TEO KWAY HUANG SEBASTIAN,NSP,36943,GRC,official
Tampines,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;HENG SWEE KEAT;MASAGOS ZULKIFLI,PAP,5,143518,132248,3643,135891,94.69,66125,1,final,,,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;HENG SWEE KEAT;MASAGOS ZULKIFLI,PAP,95305,GRC,official
Tampines,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,BAEY YAM KENG;CHENG LI HUI;DESMOND CHOO PEY CHING;HENG SWEE KEAT;MASAGOS ZULKIFLI,PAP,5,143518,132248,3643,135891,94.69,66125,1,final,,,NSP team,CHOONG HON HENG;FONG CHIN LEONG;LIM TEAN;NOR LELLA MARDIIIAH BTE MOHAMED;TEO KWAY HUANG SEBASTIAN,NSP,36943,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHAN CHUN SING;CHIA SHI-LU;INDRANEE THURAI RAJAH;JOAN PEREIRA;MELVIN YONG YIK CHYE,PAP,5,130752,116633,2413,119046,91.05,58317,0,first,,,PAP team,CHAN CHUN SING;CHIA SHI-LU;INDRANEE THURAI RAJAH;JOAN PEREIRA;MELVIN YONG YIK CHYE,PAP,90635,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHAN CHUN SING;CHIA SHI-LU;INDRANEE THURAI RAJAH;JOAN PEREIRA;MELVIN YONG YIK CHYE,PAP,5,130752,116633,2413,119046,91.05,58317,0,first,,,SGF team,ANG YONG GUAN;CHIRAG PRAFUL DESAI;CHIU WENG HOE MELVYN;MOHAMAD FAHMI BIN AHMAD RAIS;TAN JEE SAY,SGF,25998,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHAN CHUN SING;CHIA SHI-LU;INDRANEE THURAI RAJAH;JOAN PEREIRA;MELVIN YONG YIK CHYE,PAP,5,130752,116633,2413,119046,91.05,58317,1,final,,,PAP team,CHAN CHUN SING;CHIA SHI-LU;INDRANEE THURAI RAJAH;JOAN PEREIRA;MELVIN YONG YIK CHYE,PAP,90635,GRC,official
Tanjong Pagar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHAN CHUN SING;CHIA SHI-LU;INDRANEE THURAI RAJAH;JOAN PEREIRA;MELVIN YONG YIK CHYE,PAP,5,130752,116633,2413,119046,91.05,58317,1,final,,,SGF team,ANG YONG GUAN;CHIRAG PRAFUL DESAI;CHIU WENG HOE MELVYN;MOHAMAD FAHMI BIN AHMAD RAIS;TAN JEE SAY,SGF,25998,GRC,official
West Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FOO MEE HAR;LIM HNG KIANG;S ISWARAN;PATRICK TAY TECK GUAN,PAP,4,99300,90640,2416,93056,93.71,45321,0,first,,,PAP team,FOO MEE HAR;LIM HNG KIANG;S ISWARAN;PATRICK TAY TECK GUAN,PAP,71214,GRC,official
West Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FOO MEE HAR;LIM HNG KIANG;S ISWARAN;PATRICK TAY TECK GUAN,PAP,4,99300,90640,2416,93056,93.71,45321,0,first,,,RP team,KENNETH ANDREW JEYARETNAM;NORAINI BTE YUNUS;SOH GUAN SOON;ZHU LAICHENG,RP,19426,GRC,official
West Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FOO MEE HAR;LIM HNG KIANG;S ISWARAN;PATRICK TAY TECK GUAN,PAP,4,99300,90640,2416,93056,93.71,45321,1,final,,,PAP team,FOO MEE HAR;LIM HNG KIANG;S ISWARAN;PATRICK TAY TECK GUAN,PAP,71214,GRC,official
West Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FOO MEE HAR;LIM HNG KIANG;S ISWARAN;PATRICK TAY TECK GUAN,PAP,4,99300,90640,2416,93056,93.71,45321,1,final,,,RP team,KENNETH ANDREW JEYARETNAM;NORAINI BTE YUNUS;SOH GUAN SOON;ZHU LAICHENG,RP,19426,GRC,official
Yuhua,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,22617,20836,390,21226,93.85,10419,0,first,,,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,15324,SMC,official
Yuhua,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,22617,20836,390,21226,93.85,10419,0,first,,,GO HUI LENG,GO HUI LENG,SDP,5512,SMC,official
Yuhua,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,22617,20836,390,21226,93.85,10419,1,final,,,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,15324,SMC,official
Yuhua,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,GRACE FU HAI YIEN,GRACE FU HAI YIEN,PAP,1,22617,20836,390,21226,93.85,10419,1,final,,,GO HUI LENG,GO HUI LENG,SDP,5512,SMC,official
